entry_ts,exit_ts,side,entry_price,exit_price,return_pct
1719360000000,1721174400000,long,87506732.0,90779588.0,0.036364
1722902400000,1727481600000,long,77824893.0,86914521.0,0.115679
1740528000000,1740787200000,long,129779858.0,128320000.0,-0.012237
