entry_ts,exit_ts,side,entry_price,exit_price,return_pct
1720224000000,1721088000000,long,81158559.0,91116419.0,0.121574
1722902400000,1726704000000,long,77824893.0,82561698.0,0.059804
1740528000000,1740787200000,long,129779858.0,128320000.0,-0.012237
