ts,equity
1672617600000,10000000.0
1672704000000,10000000.0
1672790400000,10000000.0
1672876800000,10000000.0
1672963200000,10000000.0
1673049600000,10000000.0
1673136000000,10000000.0
1673222400000,10000000.0
1673308800000,10000000.0
1673395200000,10000000.0
1673481600000,10000000.0
1673568000000,10000000.0
1673654400000,10000000.0
1673740800000,10000000.0
1673827200000,10000000.0
1673913600000,10000000.0
1674000000000,10000000.0
1674086400000,10000000.0
1674172800000,10000000.0
1674259200000,10000000.0
1674345600000,10000000.0
1674432000000,10000000.0
1674518400000,10000000.0
1674604800000,10000000.0
1674691200000,10000000.0
1674777600000,10000000.0
1674864000000,10000000.0
1674950400000,10000000.0
1675036800000,10000000.0
1675123200000,10000000.0
1675209600000,10000000.0
1675296000000,10000000.0
1675382400000,10000000.0
1675468800000,10000000.0
1675555200000,10000000.0
1675641600000,10000000.0
1675728000000,10000000.0
1675814400000,10000000.0
1675900800000,10000000.0
1675987200000,10000000.0
1676073600000,10000000.0
1676160000000,10000000.0
1676246400000,10000000.0
1676332800000,10000000.0
1676419200000,10000000.0
1676505600000,10000000.0
1676592000000,10000000.0
1676678400000,10000000.0
1676764800000,10000000.0
1676851200000,10000000.0
1676937600000,10000000.0
1677024000000,10000000.0
1677110400000,10000000.0
1677196800000,10000000.0
1677283200000,10000000.0
1677369600000,10000000.0
1677456000000,10000000.0
1677542400000,10000000.0
1677628800000,10000000.0
1677715200000,10000000.0
1677801600000,10000000.0
1677888000000,10000000.0
1677974400000,10000000.0
1678060800000,10000000.0
1678147200000,10000000.0
1678233600000,10000000.0
1678320000000,10000000.0
1678406400000,9895548.0
1678492800000,10038138.0
1678579200000,10567242.0
1678665600000,11463679.0
1678752000000,11452218.0
1678838400000,11452218.0
1678924800000,11452218.0
1679011200000,11452218.0
1679097600000,11452218.0
1679184000000,11452218.0
1679270400000,11452218.0
1679356800000,11452218.0
1679443200000,11452218.0
1679529600000,11452218.0
1679616000000,11452218.0
1679702400000,11452218.0
1679788800000,11452218.0
1679875200000,11452218.0
1679961600000,11452218.0
1680048000000,11452218.0
1680134400000,11452218.0
1680220800000,11452218.0
1680307200000,11452218.0
1680393600000,11452218.0
1680480000000,11452218.0
1680566400000,11452218.0
1680652800000,11452218.0
1680739200000,11452218.0
1680825600000,11452218.0
1680912000000,11452218.0
1680998400000,11452218.0
1681084800000,11452218.0
1681171200000,11452218.0
1681257600000,11452218.0
1681344000000,11452218.0
1681430400000,11452218.0
1681516800000,11452218.0
1681603200000,11452218.0
1681689600000,11452218.0
1681776000000,11452218.0
1681862400000,11452218.0
1681948800000,11452218.0
1682035200000,11452218.0
1682121600000,11452218.0
1682208000000,11452218.0
1682294400000,11452218.0
1682380800000,11452218.0
1682467200000,11452218.0
1682553600000,11452218.0
1682640000000,11452218.0
1682726400000,11452218.0
1682812800000,11452218.0
1682899200000,11452218.0
1682985600000,11452218.0
1683072000000,11452218.0
1683158400000,11452218.0
1683244800000,11452218.0
1683331200000,11452218.0
1683417600000,11452218.0
1683504000000,11452218.0
1683590400000,11452218.0
1683676800000,11452218.0
1683763200000,11452218.0
1683849600000,11452218.0
1683936000000,11452218.0
1684022400000,11452218.0
1684108800000,11452218.0
1684195200000,11452218.0
