entry_ts,exit_ts,side,entry_price,exit_price,return_pct
1730332800000,1739145600000,long,100621286.0,147528199.0,0.464707
1745798400000,1750464000000,long,135227580.0,143884022.0,0.06295
1750723200000,1751328000000,long,146253090.0,145686120.0,-0.004873
1752278400000,1756080000000,long,158266094.0,157524198.0,-0.005683
1758758400000,1758844800000,long,160780350.0,158139890.0,-0.017406
1759104000000,1759190400000,long,160659290.0,162828000.0,0.012486
