entry_ts,exit_ts,side,entry_price,exit_price,return_pct
1720828800000,1721174400000,long,81588774.0,90779588.0,0.111536
1722988800000,1727481600000,long,80206083.0,86914521.0,0.082557
1740528000000,1740787200000,long,129779858.0,128320000.0,-0.012237
