entry_ts,exit_ts,side,entry_price,exit_price,return_pct
1719360000000,1719446400000,long,87506732.0,86048954.0,-0.017642
1719705600000,1719792000000,long,85807882.0,87876040.0,0.023078
1720224000000,1721088000000,long,81158559.0,91116419.0,0.121574
1722902400000,1723248000000,long,77824893.0,85480238.0,0.097268
1723507200000,1724544000000,long,83248604.0,85764096.0,0.029187
1724889600000,1726358400000,long,80658309.0,80483738.0,-0.003162
1740528000000,1740787200000,long,129779858.0,128320000.0,-0.012237
