entry_ts,exit_ts,side,entry_price,exit_price,return_pct
1720828800000,1721174400000,long,81588774.0,90779588.0,0.111536
1722988800000,1724544000000,long,80206083.0,85764096.0,0.068228
1725667200000,1727308800000,long,73680822.0,84319819.0,0.143249
1740528000000,1740787200000,long,129779858.0,128320000.0,-0.012237
